Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Journey_year,hours,minutes,Arrival_hour,Arrival_min,duration_mins,duration_hours
Jet Airways,Kolkata,Banglore,1.0,10539,6,6,2019,20,25,18,0,35,21
GoAir,Delhi,Cochin,1.0,5135,3,4,2019,10,35,19,35,0,9
IndiGo,Delhi,Cochin,1.0,7663,3,3,2019,8,35,16,10,35,7
Multiple carriers,Delhi,Cochin,1.0,13727,15,5,2019,9,0,21,0,0,12
IndiGo,Banglore,New Delhi,0.0,10067,1,3,2019,23,30,2,20,50,2
Multiple carriers,Delhi,Cochin,1.0,7740,1,6,2019,8,45,21,0,15,12
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,2019,8,0,23,0,0,15
Jet Airways,Banglore,Delhi,0.0,7229,15,4,2019,11,10,14,5,55,2
IndiGo,Banglore,New Delhi,0.0,6144,3,3,2019,6,0,8,45,45,2
Air India,Delhi,Cochin,2.0,8665,27,3,2019,21,30,19,15,45,21
Air India,Delhi,Cochin,1.0,6377,27,3,2019,7,0,19,15,15,12
Air India,Banglore,New Delhi,1.0,5092,21,3,2019,11,50,13,0,10,25
GoAir,Kolkata,Banglore,1.0,3673,9,6,2019,6,40,14,35,55,7
Jet Airways,Banglore,Delhi,0.0,7229,12,5,2019,7,10,10,10,0,3
Air India,Delhi,Cochin,2.0,8665,27,3,2019,21,30,19,15,45,21
Air India,Delhi,Cochin,1.0,8372,18,5,2019,9,0,7,40,40,22
Jet Airways,Delhi,Cochin,1.0,14714,9,6,2019,7,5,19,0,55,11
Air India,Kolkata,Banglore,1.0,7742,24,3,2019,12,0,13,40,40,25
Jet Airways,Mumbai,Hyderabad,0.0,8040,27,6,2019,7,5,8,30,25,1
Air Asia,Kolkata,Banglore,1.0,6857,1,5,2019,6,50,10,30,40,3
Air India,Kolkata,Banglore,3.0,14015,12,5,2019,9,50,23,15,25,13
IndiGo,Kolkata,Banglore,0.0,4804,3,6,2019,22,15,0,50,35,2
GoAir,Delhi,Cochin,1.0,5842,12,6,2019,7,25,13,35,10,6
IndiGo,Kolkata,Banglore,0.0,5198,21,3,2019,14,20,16,55,35,2
Vistara,Delhi,Cochin,0.0,6741,21,5,2019,6,0,9,10,10,3
IndiGo,Banglore,Delhi,0.0,4591,21,4,2019,1,30,4,15,45,2
Air India,Delhi,Cochin,1.0,11038,6,3,2019,17,40,8,15,35,14
IndiGo,Mumbai,Hyderabad,0.0,2754,6,6,2019,19,5,20,35,30,1
Multiple carriers,Delhi,Cochin,1.0,10678,6,6,2019,4,55,19,0,5,14
IndiGo,Delhi,Cochin,0.0,5406,15,3,2019,5,35,8,50,15,3
Jet Airways,Banglore,Delhi,0.0,7229,3,5,2019,17,45,20,45,0,3
SpiceJet,Delhi,Cochin,1.0,5583,21,4,2019,6,5,11,20,15,5
SpiceJet,Kolkata,Banglore,0.0,6251,3,3,2019,17,15,19,45,30,2
SpiceJet,Delhi,Cochin,1.0,9748,3,3,2019,6,10,11,20,10,5
Air Asia,Kolkata,Banglore,0.0,4107,3,4,2019,10,20,12,55,35,2
Jet Airways,Delhi,Cochin,2.0,10368,1,6,2019,9,40,4,25,45,18
Air India,Kolkata,Banglore,2.0,14083,24,5,2019,10,0,1,20,20,15
Jet Airways,Kolkata,Banglore,1.0,13067,21,5,2019,9,35,22,5,30,12
Multiple carriers,Delhi,Cochin,1.0,7215,21,3,2019,10,20,21,0,40,10
Multiple carriers,Delhi,Cochin,1.0,7354,24,6,2019,7,30,19,15,45,11
IndiGo,Delhi,Cochin,1.0,7006,21,5,2019,7,30,21,0,30,13
Jet Airways,Kolkata,Banglore,1.0,8529,12,6,2019,14,5,9,20,15,19
Air India,Banglore,Delhi,0.0,5228,15,4,2019,21,5,23,55,50,2
IndiGo,Delhi,Cochin,0.0,5000,21,6,2019,5,35,8,50,15,3
Jet Airways,Banglore,Delhi,0.0,7229,24,5,2019,17,45,20,45,0,3
Jet Airways,Banglore,Delhi,0.0,7229,15,5,2019,18,55,22,0,5,3
Multiple carriers,Delhi,Cochin,1.0,7308,27,5,2019,16,0,1,30,30,9
Air India,Banglore,Delhi,0.0,6961,24,6,2019,13,20,16,10,50,2
Jet Airways,Banglore,New Delhi,1.0,26890,1,3,2019,8,55,16,10,15,7
Jet Airways,Banglore,Delhi,0.0,8016,15,6,2019,15,15,18,10,55,2
Jet Airways,Banglore,Delhi,0.0,7229,27,5,2019,7,10,10,10,0,3
Jet Airways,Banglore,New Delhi,1.0,54826,1,3,2019,16,55,23,0,5,6
Jet Airways,Banglore,Delhi,0.0,7229,9,4,2019,19,50,22,50,0,3
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,2019,20,35,8,15,40,11
Jet Airways,Kolkata,Banglore,1.0,15149,6,5,2019,14,5,23,35,30,9
Jet Airways,Kolkata,Banglore,1.0,9663,24,5,2019,21,10,9,20,10,12
Air India,Delhi,Cochin,1.0,8425,15,5,2019,5,15,6,50,35,25
IndiGo,Kolkata,Banglore,0.0,4804,27,4,2019,15,15,17,45,30,2
Air India,Delhi,Cochin,1.0,5117,3,4,2019,12,30,9,25,55,20
Jet Airways,Banglore,New Delhi,1.0,11087,12,3,2019,18,55,12,25,30,17
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,2019,5,45,15,15,30,9
Air India,Delhi,Cochin,2.0,13591,9,5,2019,20,15,19,15,0,23
Multiple carriers,Delhi,Cochin,1.0,15353,6,3,2019,10,20,19,15,55,8
Vistara,Kolkata,Banglore,1.0,8610,6,5,2019,20,20,20,20,0,24
Air India,Delhi,Cochin,0.0,5201,24,6,2019,14,10,17,10,0,3
Jet Airways,Delhi,Cochin,2.0,19266,3,3,2019,5,40,4,25,45,22
Vistara,Banglore,Delhi,0.0,4668,18,6,2019,7,0,9,40,40,2
Air Asia,Kolkata,Banglore,0.0,4409,3,5,2019,10,20,12,55,35,2
Vistara,Banglore,Delhi,0.0,4668,9,5,2019,9,45,12,35,50,2
Jet Airways,Delhi,Cochin,2.0,13882,15,6,2019,9,25,4,25,0,19
Jet Airways,Kolkata,Banglore,1.0,14571,6,6,2019,18,55,19,50,55,24
Multiple carriers,Delhi,Cochin,2.0,24528,3,3,2019,17,50,1,35,45,7
Jet Airways,Delhi,Cochin,1.0,10262,15,6,2019,17,30,12,35,5,19
Jet Airways,Delhi,Cochin,2.0,13029,9,5,2019,9,40,4,25,45,18
SpiceJet,Delhi,Cochin,1.0,5409,6,6,2019,17,55,22,50,55,4
Vistara,Mumbai,Hyderabad,1.0,12395,6,3,2019,20,55,22,55,0,26
GoAir,Banglore,New Delhi,0.0,4340,24,3,2019,11,40,14,35,55,2
Air India,Delhi,Cochin,2.0,8839,1,5,2019,17,15,9,25,10,16
IndiGo,Kolkata,Banglore,1.0,4226,6,5,2019,19,35,23,15,40,3
Jet Airways,Delhi,Cochin,1.0,10262,27,6,2019,2,15,12,35,20,10
IndiGo,Kolkata,Banglore,0.0,4804,1,6,2019,22,15,0,50,35,2
Air Asia,Kolkata,Banglore,0.0,3807,18,6,2019,22,50,1,20,30,2
IndiGo,Delhi,Cochin,1.0,10123,15,5,2019,23,30,4,35,5,5
Air India,Banglore,New Delhi,0.0,7801,9,3,2019,10,0,12,45,45,2
Multiple carriers,Delhi,Cochin,1.0,13062,21,3,2019,11,30,21,0,30,9
Air India,Banglore,Delhi,0.0,7171,15,6,2019,17,0,19,45,45,2
Multiple carriers,Delhi,Cochin,1.0,15136,6,3,2019,9,0,15,30,30,6
Air India,Delhi,Cochin,1.0,8669,15,5,2019,7,0,19,15,15,12
Jet Airways,Kolkata,Banglore,1.0,13759,24,3,2019,21,10,23,25,15,26
SpiceJet,Delhi,Cochin,1.0,5830,15,4,2019,8,45,13,15,30,4
Air India,Delhi,Cochin,1.0,8372,27,5,2019,20,0,19,15,15,23
Jet Airways,Banglore,New Delhi,2.0,11245,18,3,2019,8,55,15,55,0,7
Air India,Delhi,Cochin,0.0,4729,27,3,2019,5,10,8,0,50,2
IndiGo,Kolkata,Banglore,1.0,5069,6,5,2019,8,10,13,0,50,4
Jet Airways,Banglore,Delhi,0.0,7229,12,4,2019,18,55,22,0,5,3
SpiceJet,Mumbai,Hyderabad,0.0,1759,3,4,2019,22,45,0,15,30,1
Air India,Banglore,Delhi,0.0,6961,18,5,2019,10,0,12,45,45,2
Jet Airways,Banglore,New Delhi,1.0,12547,12,3,2019,5,45,8,15,30,26
Air India,Mumbai,Hyderabad,0.0,3100,24,5,2019,13,55,15,25,30,1
IndiGo,Chennai,Kolkata,0.0,5277,27,5,2019,22,5,0,25,20,2
IndiGo,Delhi,Cochin,1.0,6628,27,5,2019,9,15,1,30,15,16
Jet Airways,Delhi,Cochin,2.0,14237,9,6,2019,18,25,12,35,10,18
Jet Airways,Delhi,Cochin,1.0,10262,12,6,2019,13,0,19,0,0,6
Air India,Delhi,Cochin,2.0,11942,27,6,2019,18,45,19,15,30,24
Air India,Kolkata,Banglore,2.0,11458,6,6,2019,9,25,1,20,55,15
Air India,Mumbai,Hyderabad,0.0,3100,3,4,2019,6,20,7,40,20,1
IndiGo,Delhi,Cochin,1.0,6442,9,5,2019,6,50,16,10,20,9
IndiGo,Delhi,Cochin,1.0,6171,27,4,2019,5,5,16,10,5,11
Multiple carriers,Delhi,Cochin,1.0,14848,21,5,2019,13,0,19,15,15,6
Jet Airways,Kolkata,Banglore,1.0,14781,21,5,2019,8,25,16,20,55,7
IndiGo,Banglore,Delhi,0.0,4823,3,4,2019,18,25,21,20,55,2
Jet Airways,Kolkata,Banglore,1.0,14388,15,5,2019,6,30,12,0,30,5
SpiceJet,Banglore,Delhi,0.0,4991,3,5,2019,21,10,0,5,55,2
Air Asia,Kolkata,Banglore,1.0,5192,15,5,2019,7,35,23,30,55,15
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,2019,20,0,9,20,20,13
Multiple carriers,Delhi,Cochin,1.0,9103,9,5,2019,10,35,19,0,25,8
Multiple carriers,Delhi,Cochin,1.0,8266,21,5,2019,10,20,19,15,55,8
Air India,Delhi,Cochin,2.0,6565,27,3,2019,7,5,9,25,20,26
Air India,Kolkata,Banglore,2.0,14960,15,5,2019,9,50,23,15,25,13
Jet Airways,Delhi,Cochin,1.0,14714,24,6,2019,21,50,4,25,35,6
Air India,Delhi,Cochin,2.0,8603,27,6,2019,12,0,19,15,15,7
Jet Airways,Delhi,Cochin,1.0,16079,3,6,2019,21,50,4,25,35,6
Air India,Delhi,Cochin,1.0,7690,9,6,2019,9,45,9,25,40,23
Jet Airways,Kolkata,Banglore,1.0,9663,15,5,2019,20,0,9,20,20,13
IndiGo,Chennai,Kolkata,0.0,3850,3,6,2019,7,55,10,15,20,2
Air India,Banglore,New Delhi,1.0,6383,15,3,2019,10,30,22,55,25,12
SpiceJet,Chennai,Kolkata,0.0,3597,18,5,2019,8,20,10,35,15,2
IndiGo,Banglore,New Delhi,0.0,4777,24,3,2019,4,0,6,50,50,2
Jet Airways,Delhi,Cochin,2.0,15129,21,5,2019,19,10,19,0,50,23
IndiGo,Chennai,Kolkata,0.0,3850,15,5,2019,7,55,10,15,20,2
Jet Airways,Delhi,Cochin,1.0,14714,1,6,2019,14,0,19,0,0,5
Multiple carriers,Delhi,Cochin,1.0,6883,27,3,2019,13,0,21,0,0,8
SpiceJet,Kolkata,Banglore,0.0,3873,21,6,2019,22,20,0,40,20,2
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,2019,20,0,9,20,20,13
Air India,Delhi,Cochin,1.0,7174,9,5,2019,17,40,23,0,20,5
IndiGo,Chennai,Kolkata,0.0,4332,24,5,2019,11,35,14,0,25,2
Jet Airways,Banglore,Delhi,0.0,3702,6,5,2019,15,15,18,10,55,2
GoAir,Banglore,New Delhi,1.0,8352,3,3,2019,15,45,20,15,30,4
Jet Airways,Delhi,Cochin,1.0,10262,12,6,2019,9,0,12,35,35,27
Multiple carriers,Delhi,Cochin,1.0,8371,27,3,2019,7,30,19,15,45,11
Jet Airways,Kolkata,Banglore,1.0,9663,12,5,2019,18,55,10,5,10,15
IndiGo,Kolkata,Banglore,0.0,4174,6,4,2019,11,30,14,5,35,2
Air Asia,Kolkata,Banglore,0.0,4409,15,6,2019,10,20,12,55,35,2
IndiGo,Banglore,New Delhi,1.0,5607,15,3,2019,16,15,20,35,20,4
Jet Airways,Delhi,Cochin,2.0,8367,21,3,2019,10,45,4,25,40,17
IndiGo,Kolkata,Banglore,0.0,4174,3,4,2019,11,30,14,5,35,2
Jet Airways,Delhi,Cochin,1.0,12452,27,3,2019,8,0,4,25,25,20
IndiGo,Delhi,Cochin,1.0,6442,1,6,2019,6,50,22,30,40,15
IndiGo,Delhi,Cochin,1.0,14871,6,3,2019,11,30,21,0,30,9
IndiGo,Banglore,Delhi,0.0,4823,18,6,2019,18,25,21,20,55,2
IndiGo,Delhi,Cochin,1.0,8765,21,3,2019,9,10,1,35,25,16
Jet Airways,Delhi,Cochin,2.0,15129,27,5,2019,19,30,12,35,5,17
Vistara,Delhi,Cochin,0.0,6216,27,6,2019,14,40,17,50,10,3
Multiple carriers,Delhi,Cochin,1.0,14486,21,3,2019,7,5,15,30,25,8
Jet Airways,Banglore,Delhi,0.0,4544,9,4,2019,17,45,20,45,0,3
Multiple carriers,Delhi,Cochin,1.0,7005,12,6,2019,6,0,21,0,0,15
Air India,Mumbai,Hyderabad,2.0,13169,6,3,2019,6,0,9,10,10,27
IndiGo,Delhi,Cochin,1.0,5073,6,4,2019,16,0,21,0,0,5
IndiGo,Banglore,Delhi,0.0,4823,6,4,2019,18,55,21,50,55,2
Vistara,Banglore,Delhi,0.0,5613,24,4,2019,19,30,22,15,45,2
Air India,Kolkata,Banglore,0.0,4145,12,6,2019,20,45,23,20,35,2
Jet Airways,Delhi,Cochin,1.0,14053,9,3,2019,19,15,4,25,10,9
Air India,Banglore,New Delhi,3.0,10573,3,3,2019,12,0,23,55,55,11
IndiGo,Banglore,Delhi,0.0,4591,15,4,2019,23,30,2,20,50,2
Air India,Delhi,Cochin,0.0,6094,1,6,2019,5,10,8,0,50,2
Multiple carriers,Delhi,Cochin,1.0,13378,21,3,2019,9,0,19,15,15,10
Jet Airways,Banglore,Delhi,0.0,7229,21,4,2019,17,45,20,45,0,3
SpiceJet,Chennai,Kolkata,0.0,3332,27,3,2019,17,45,20,5,20,2
Jet Airways,Delhi,Cochin,2.0,11869,21,3,2019,18,25,18,50,25,24
SpiceJet,Mumbai,Hyderabad,0.0,1965,9,6,2019,22,45,0,15,30,1
IndiGo,Banglore,Delhi,0.0,4990,27,6,2019,18,55,21,50,55,2
IndiGo,Banglore,New Delhi,0.0,12649,1,3,2019,21,20,0,15,55,2
Jet Airways,Kolkata,Banglore,1.0,14571,6,6,2019,18,55,12,0,5,17
Multiple carriers,Delhi,Cochin,2.0,18485,9,6,2019,17,50,1,30,40,7
Jet Airways,Delhi,Cochin,1.0,14714,9,6,2019,21,50,4,25,35,6
Jet Airways,Kolkata,Banglore,1.0,7064,6,5,2019,10,20,17,35,15,7
Air India,Mumbai,Hyderabad,0.0,2575,27,3,2019,21,5,22,25,20,1
Jet Airways,Banglore,Delhi,0.0,7229,1,4,2019,17,45,20,45,0,3
Air Asia,Kolkata,Banglore,0.0,4409,27,4,2019,19,55,22,25,30,2
Jet Airways,Delhi,Cochin,1.0,12242,27,3,2019,18,15,4,25,10,10
SpiceJet,Delhi,Cochin,1.0,5583,6,6,2019,15,45,22,5,20,6
IndiGo,Banglore,Delhi,0.0,4423,27,4,2019,6,5,8,50,45,2
SpiceJet,Kolkata,Banglore,0.0,4622,9,3,2019,17,15,19,45,30,2
Air India,Kolkata,Banglore,2.0,13227,9,5,2019,16,45,8,55,10,16
IndiGo,Delhi,Cochin,1.0,6386,3,6,2019,2,0,7,45,45,5
Air India,Banglore,New Delhi,1.0,6781,3,3,2019,8,15,21,25,10,13
Air India,Banglore,Delhi,0.0,5228,27,5,2019,13,20,16,10,50,2
Multiple carriers,Delhi,Cochin,1.0,12192,27,6,2019,7,0,19,0,0,12
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,2019,16,55,5,5,10,12
IndiGo,Chennai,Kolkata,0.0,7295,24,3,2019,19,35,21,55,20,2
Jet Airways,Delhi,Cochin,1.0,12898,27,5,2019,15,0,19,0,0,28
Jet Airways,Delhi,Cochin,1.0,5963,21,3,2019,17,30,4,25,55,10
Vistara,Kolkata,Banglore,1.0,9187,9,5,2019,7,10,9,5,55,25
Air Asia,Kolkata,Banglore,0.0,3807,9,5,2019,22,50,1,20,30,2
SpiceJet,Chennai,Kolkata,0.0,3543,15,6,2019,9,45,12,0,15,2
IndiGo,Banglore,Delhi,0.0,4823,1,4,2019,20,0,22,50,50,2
Jet Airways,Delhi,Cochin,1.0,12898,21,5,2019,7,5,12,35,30,5
Jet Airways,Kolkata,Banglore,1.0,8586,12,5,2019,6,30,4,40,10,22
IndiGo,Banglore,New Delhi,0.0,4777,24,3,2019,6,0,8,45,45,2
Multiple carriers,Delhi,Cochin,1.0,6076,27,3,2019,13,5,22,20,15,9
Jet Airways,Kolkata,Banglore,1.0,8586,9,5,2019,6,30,10,5,35,27
Vistara,Banglore,New Delhi,1.0,6800,15,3,2019,6,40,12,35,55,5
Multiple carriers,Delhi,Cochin,1.0,7354,6,6,2019,11,25,19,15,50,7
Jet Airways,Delhi,Cochin,1.0,12898,27,5,2019,13,0,12,35,35,23
Air India,Banglore,Delhi,0.0,7171,24,5,2019,17,0,19,45,45,2
Jet Airways,Kolkata,Banglore,1.0,10844,1,5,2019,21,10,9,20,10,12
Air India,Delhi,Cochin,2.0,14483,9,3,2019,5,55,19,15,20,37
IndiGo,Delhi,Cochin,1.0,5241,24,4,2019,2,0,7,45,45,5
SpiceJet,Banglore,Delhi,0.0,3311,6,5,2019,5,55,8,35,40,2
Air India,Delhi,Cochin,0.0,6934,18,5,2019,14,10,17,10,0,3
IndiGo,Delhi,Cochin,1.0,6442,15,6,2019,7,35,22,30,55,14
Air India,Delhi,Cochin,2.0,12940,1,6,2019,18,45,19,15,30,24
Jet Airways,Kolkata,Banglore,1.0,9663,1,5,2019,14,5,9,20,15,19
Air India,Banglore,Delhi,0.0,6121,15,4,2019,17,0,19,45,45,2
SpiceJet,Kolkata,Banglore,0.0,3841,1,4,2019,17,10,19,40,30,2
Jet Airways,Delhi,Cochin,0.0,9564,18,4,2019,11,0,14,15,15,3
Jet Airways,Banglore,Delhi,0.0,7229,15,6,2019,19,50,22,50,0,3
Multiple carriers,Delhi,Cochin,1.0,6723,24,6,2019,7,10,22,30,20,15
Jet Airways,Delhi,Cochin,2.0,15129,9,5,2019,19,10,19,0,50,23
Air India,Delhi,Cochin,2.0,11762,3,3,2019,7,5,19,15,10,36
Vistara,Chennai,Kolkata,0.0,3687,1,5,2019,7,5,9,20,15,2
SpiceJet,Mumbai,Hyderabad,0.0,1965,27,5,2019,22,45,0,15,30,1
Air India,Banglore,Delhi,0.0,5911,12,4,2019,13,20,16,10,50,2
IndiGo,Kolkata,Banglore,0.0,4462,21,3,2019,20,25,23,5,40,2
Vistara,Kolkata,Banglore,1.0,9345,15,5,2019,20,20,18,50,30,22
Jet Airways,Kolkata,Banglore,1.0,14151,18,5,2019,20,25,18,0,35,21
GoAir,Delhi,Cochin,1.0,6922,27,4,2019,10,35,19,35,0,9
IndiGo,Delhi,Cochin,0.0,5601,12,6,2019,5,35,8,50,15,3
Vistara,Banglore,New Delhi,0.0,6138,24,3,2019,9,50,12,35,45,2
IndiGo,Delhi,Cochin,1.0,6147,24,6,2019,15,10,20,0,50,4
Multiple carriers,Delhi,Cochin,1.0,7308,27,5,2019,17,30,1,30,0,8
SpiceJet,Kolkata,Banglore,1.0,4859,24,4,2019,15,5,20,20,15,5
IndiGo,Banglore,New Delhi,0.0,6860,9,3,2019,1,30,4,15,45,2
Jet Airways,Kolkata,Banglore,1.0,14388,6,5,2019,14,5,12,0,55,21
IndiGo,Banglore,New Delhi,0.0,4777,24,3,2019,6,0,8,45,45,2
Jet Airways,Delhi,Cochin,1.0,15554,18,5,2019,19,15,19,0,45,23
Jet Airways,Delhi,Cochin,2.0,10368,1,6,2019,5,30,19,0,30,13
Jet Airways,Delhi,Cochin,1.0,17024,6,3,2019,18,15,19,45,30,25
Jet Airways,Kolkata,Banglore,1.0,13941,9,5,2019,8,25,16,20,55,7
Multiple carriers,Delhi,Cochin,1.0,13587,12,6,2019,10,0,21,0,0,11
Jet Airways,Kolkata,Banglore,1.0,13941,9,5,2019,20,0,4,40,40,8
IndiGo,Delhi,Cochin,1.0,14871,6,3,2019,17,30,1,35,5,8
Air Asia,Kolkata,Banglore,1.0,6810,6,6,2019,22,40,10,40,0,12
Jet Airways,Kolkata,Banglore,1.0,12121,1,5,2019,20,25,21,5,40,24
Jet Airways,Delhi,Cochin,2.0,13029,9,5,2019,5,30,4,25,55,22
Jet Airways,Delhi,Cochin,1.0,12373,18,5,2019,19,45,12,35,50,16
Air India,Delhi,Cochin,2.0,9653,27,6,2019,12,0,7,40,40,19
IndiGo,Kolkata,Banglore,0.0,4804,3,6,2019,11,30,14,5,35,2
Jet Airways,Banglore,New Delhi,1.0,22270,1,3,2019,8,0,7,40,40,23
Air India,Delhi,Cochin,2.0,9653,27,6,2019,19,45,19,15,30,23
Multiple carriers,Delhi,Cochin,1.0,12327,27,3,2019,2,15,15,30,15,13
SpiceJet,Banglore,Delhi,0.0,3919,9,4,2019,21,10,0,5,55,2
IndiGo,Delhi,Cochin,1.0,5883,3,6,2019,11,25,1,30,5,14
Jet Airways,Kolkata,Banglore,1.0,9314,21,5,2019,17,0,14,25,25,21
IndiGo,Mumbai,Hyderabad,0.0,4049,18,6,2019,9,15,10,45,30,1
Multiple carriers,Delhi,Cochin,1.0,16287,9,3,2019,8,0,19,45,45,11
IndiGo,Banglore,Delhi,0.0,4823,24,5,2019,18,25,21,20,55,2
Jet Airways,Mumbai,Hyderabad,0.0,4995,24,5,2019,2,55,4,20,25,1
Air India,Mumbai,Hyderabad,1.0,14408,6,3,2019,12,0,12,25,25,24
Air India,Delhi,Cochin,1.0,5232,6,4,2019,17,40,23,0,20,5
Jet Airways,Kolkata,Banglore,1.0,8066,1,4,2019,9,35,21,5,30,11
Jet Airways,Kolkata,Banglore,1.0,14388,6,5,2019,20,0,19,50,50,23
Air India,Delhi,Cochin,2.0,13276,21,5,2019,10,55,19,15,20,8
IndiGo,Kolkata,Banglore,0.0,4804,15,6,2019,4,40,7,15,35,2
Jet Airways,Delhi,Cochin,1.0,10262,12,6,2019,18,15,19,0,45,24
Air India,Mumbai,Hyderabad,0.0,3625,27,5,2019,13,55,15,25,30,1
Air Asia,Kolkata,Banglore,1.0,5162,9,5,2019,6,50,10,30,40,3
Air India,Delhi,Cochin,2.0,10283,6,3,2019,5,0,19,15,15,38
Jet Airways,Kolkata,Banglore,1.0,13941,9,5,2019,8,25,4,40,15,20
SpiceJet,Kolkata,Banglore,0.0,3873,27,5,2019,22,20,0,40,20,2
Multiple carriers,Delhi,Cochin,1.0,18192,3,3,2019,12,50,1,35,45,12
Jet Airways,Delhi,Cochin,1.0,12898,27,5,2019,21,50,19,0,10,21
Multiple carriers,Delhi,Cochin,1.0,10791,24,6,2019,11,40,19,0,20,7
Vistara,Banglore,New Delhi,0.0,11598,9,3,2019,9,50,12,35,45,2
Jet Airways,Delhi,Cochin,1.0,12898,27,5,2019,14,0,4,25,25,14
Jet Airways,Delhi,Cochin,2.0,10976,27,3,2019,19,10,4,25,15,9
Air Asia,Banglore,New Delhi,0.0,5615,15,3,2019,5,50,8,40,50,2
Jet Airways,Kolkata,Banglore,1.0,14231,24,3,2019,18,55,4,45,50,9
Jet Airways,Delhi,Cochin,2.0,15129,24,5,2019,19,10,19,0,50,23
Jet Airways,Kolkata,Banglore,2.0,10118,6,6,2019,6,30,20,50,20,14
Jet Airways,Delhi,Cochin,2.0,18804,27,6,2019,11,40,19,0,20,7
Jet Airways,Kolkata,Banglore,1.0,12121,6,5,2019,9,35,23,35,0,14
Vistara,Kolkata,Banglore,1.0,9397,24,5,2019,7,10,22,40,30,15
Jet Airways,Delhi,Cochin,1.0,10262,27,6,2019,21,50,19,0,10,21
Air India,Mumbai,Hyderabad,0.0,3100,6,6,2019,21,5,22,25,20,1
Jet Airways,Kolkata,Banglore,1.0,14781,9,5,2019,16,30,23,35,5,7
Jet Airways,Delhi,Cochin,1.0,14714,1,6,2019,22,50,12,35,45,13
Multiple carriers,Delhi,Cochin,1.0,11200,9,6,2019,11,25,19,0,35,7
IndiGo,Kolkata,Banglore,1.0,5170,21,5,2019,15,15,20,5,50,4
Vistara,Banglore,Delhi,0.0,4668,9,5,2019,7,0,9,40,40,2
Air India,Delhi,Cochin,1.0,7174,9,5,2019,6,10,23,0,50,16
Jet Airways,Delhi,Cochin,2.0,15129,9,5,2019,19,30,4,25,55,8
Jet Airways,Kolkata,Banglore,1.0,14151,15,5,2019,20,25,18,0,35,21
Air India,Banglore,New Delhi,1.0,15434,6,3,2019,11,50,23,55,5,12
Air India,Banglore,New Delhi,1.0,10246,1,3,2019,17,0,12,15,15,19
Jet Airways,Kolkata,Banglore,1.0,10844,9,6,2019,8,25,16,20,55,7
Jet Airways,Delhi,Cochin,2.0,12410,24,6,2019,20,0,4,25,25,8
SpiceJet,Kolkata,Banglore,1.0,6643,24,5,2019,8,35,17,15,40,8
Jet Airways,Delhi,Cochin,1.0,10262,12,6,2019,9,0,19,0,0,10
SpiceJet,Kolkata,Banglore,0.0,3873,18,5,2019,22,20,0,40,20,2
SpiceJet,Mumbai,Hyderabad,0.0,2753,12,6,2019,5,45,7,15,30,1
Air India,Delhi,Cochin,2.0,10441,15,6,2019,22,0,19,15,15,21
IndiGo,Mumbai,Hyderabad,0.0,4575,15,5,2019,9,10,10,40,30,1
Jet Airways,Delhi,Cochin,1.0,14714,3,6,2019,20,55,4,25,30,7
IndiGo,Delhi,Cochin,1.0,6069,9,6,2019,16,0,21,0,0,5
Jet Airways,Banglore,Delhi,0.0,7229,1,6,2019,11,10,14,5,55,2
Jet Airways,Kolkata,Banglore,1.0,13941,15,5,2019,16,30,23,35,5,7
Jet Airways,Kolkata,Banglore,1.0,9899,12,6,2019,6,30,18,15,45,11
Air Asia,Kolkata,Banglore,1.0,5192,21,5,2019,7,35,23,30,55,15
Multiple carriers,Delhi,Cochin,1.0,11200,1,6,2019,10,35,19,0,25,8
Vistara,Delhi,Cochin,0.0,5586,21,3,2019,14,55,17,50,55,2
Multiple carriers,Delhi,Cochin,2.0,8938,3,3,2019,7,10,21,20,10,14
Multiple carriers,Delhi,Cochin,1.0,13797,12,6,2019,8,0,21,0,0,13
GoAir,Delhi,Cochin,1.0,5842,1,5,2019,7,25,13,35,10,6
IndiGo,Banglore,New Delhi,1.0,10509,15,3,2019,19,35,0,35,0,5
IndiGo,Banglore,Delhi,0.0,3943,21,6,2019,4,0,6,50,50,2
Air Asia,Delhi,Cochin,1.0,6451,27,6,2019,16,45,7,10,25,14
Jet Airways,Delhi,Cochin,1.0,10262,12,6,2019,14,0,19,0,0,5
Multiple carriers,Delhi,Cochin,1.0,13587,1,6,2019,9,0,21,0,0,12
SpiceJet,Kolkata,Banglore,0.0,3841,27,4,2019,14,55,17,25,30,2
Multiple carriers,Delhi,Cochin,1.0,10791,27,6,2019,6,0,12,35,35,6
IndiGo,Kolkata,Banglore,0.0,4804,27,6,2019,9,35,12,10,35,2
Jet Airways,Delhi,Cochin,2.0,13029,27,5,2019,5,30,19,0,30,13
SpiceJet,Kolkata,Banglore,1.0,6643,6,6,2019,8,35,17,15,40,8
Jet Airways,Delhi,Cochin,1.0,12242,27,3,2019,11,30,18,50,20,7
